"---","RecipeId","DisplayName","Description","Ingredients","Outputs","CraftTime","RequiredStation","RequiredSkillId","RequiredSkillLevel","RequiredKnowledge","SkillXPReward","Icon","Category","RequiredTools","bRequiresDiscovery","DiscoveryKnowledgeId","DiscoveryKnowledgeLevel","DiscoverySkillLevel","bIsBuilding","PlacementData","BuildParts","TotalBuildTime","BuildRange","ProvidedStationType","ContainerSlotCount","bRequiresFuel","MaxFuel","FuelConsumptionRate","AcceptedFuelItems","bIsHarvestRecipe","RequiredTargetTag","bDestroysTarget"
"ShapeGlassBeads","ShapeGlassBeads","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ShapeGlassBeads_DisplayName"", ""Shape Glass Beads"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ShapeGlassBeads_Description"", ""Form molten glass into decorative beads."")","((ItemDefinitionId=""RawGlass01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""GlassBeads01"",Quantity=5,Chance=1.000000))","60.000000","Forge","Smithing","22","","50.000000","None","Equipment","","True","GlassMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"SmeltIronOre","SmeltIronOre","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SmeltIronOre_DisplayName"", ""Smelt Iron Ore"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SmeltIronOre_Description"", ""Reduce iron ore to metal in a bloomery furnace."")","((ItemDefinitionId=""IronOre01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""Charcoal01"",Quantity=8,bRequiresKnowledge=False))","((ItemDefinitionId=""IronBloom01"",Quantity=1,Chance=1.000000))","180.000000","Forge","Smithing","25","","100.000000","None","Materials","","True","IronSmelting","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"RefineIronBloom","RefineIronBloom","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""RefineIronBloom_DisplayName"", ""Refine Iron Bloom"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""RefineIronBloom_Description"", ""Hammer slag from iron bloom to produce wrought iron."")","((ItemDefinitionId=""IronBloom01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""WroughtIron01"",Quantity=1,Chance=1.000000))","90.000000","Forge","Smithing","26","","80.000000","None","Materials","","True","IronSmelting","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"CarburizeSteel","CarburizeSteel","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CarburizeSteel_DisplayName"", ""Carburize Steel"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CarburizeSteel_Description"", ""Pack iron with charcoal and heat to absorb carbon, creating steel."")","((ItemDefinitionId=""WroughtIron01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Charcoal01"",Quantity=3,bRequiresKnowledge=False))","((ItemDefinitionId=""SteelIngot01"",Quantity=1,Chance=1.000000))","240.000000","Forge","Smithing","30","","120.000000","None","Materials","","True","SteelMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeIronSword","ForgeIronSword","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronSword_DisplayName"", ""Forge Iron Sword"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronSword_Description"", ""Hammer wrought iron into a sword blade."")","((ItemDefinitionId=""WroughtIron01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""IronSword01"",Quantity=1,Chance=1.000000))","180.000000","Forge","Smithing","28","","110.000000","None","Weapons","","True","IronForging","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeSteelSword","ForgeSteelSword","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeSteelSword_DisplayName"", ""Forge Steel Sword"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeSteelSword_Description"", ""Create a superior sword from steel - harder and more resilient than iron."")","((ItemDefinitionId=""SteelIngot01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""SteelSword01"",Quantity=1,Chance=1.000000))","240.000000","Forge","Smithing","32","","140.000000","None","Weapons","","True","SteelForging","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeIronAxe","ForgeIronAxe","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronAxe_DisplayName"", ""Forge Iron Axe"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronAxe_Description"", ""Hammer iron into an axe head."")","((ItemDefinitionId=""WroughtIron01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Hardwood01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""IronAxe01"",Quantity=1,Chance=1.000000))","120.000000","Forge","Smithing","26","","85.000000","None","Tools","","True","IronForging","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeIronSpear","ForgeIronSpear","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronSpear_DisplayName"", ""Forge Iron Spear"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronSpear_Description"", ""Create a socketed iron spearhead."")","((ItemDefinitionId=""WroughtIron01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""StraightBranch01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""IronSpear01"",Quantity=1,Chance=1.000000))","90.000000","Forge","Smithing","27","","70.000000","None","Weapons","","True","IronForging","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeIronArrowheads","ForgeIronArrowheads","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronArrowheads_DisplayName"", ""Forge Iron Arrowheads"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronArrowheads_Description"", ""Hammer small iron points for arrows."")","((ItemDefinitionId=""WroughtIron01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""IronArrowhead01"",Quantity=10,Chance=1.000000))","60.000000","Forge","Smithing","27","","50.000000","None","Materials","","True","IronForging","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"FletchIronArrows","FletchIronArrows","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""FletchIronArrows_DisplayName"", ""Fletch Iron Arrows"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""FletchIronArrows_Description"", ""Attach iron arrowheads and fletching to shafts."")","((ItemDefinitionId=""ArrowShaft01"",Quantity=10,bRequiresKnowledge=False),(ItemDefinitionId=""IronArrowhead01"",Quantity=10,bRequiresKnowledge=False),(ItemDefinitionId=""Feathers01"",Quantity=10,bRequiresKnowledge=False))","((ItemDefinitionId=""IronArrow01"",Quantity=10,Chance=1.000000))","60.000000","None","Woodworking","12","","45.000000","None","Ammo","","True","Fletching","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeChainMail","MakeChainMail","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeChainMail_DisplayName"", ""Make Chain Mail"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeChainMail_Description"", ""Interlink iron rings into flexible armor."")","((ItemDefinitionId=""WroughtIron01"",Quantity=8,bRequiresKnowledge=False))","((ItemDefinitionId=""ChainMail01"",Quantity=1,Chance=1.000000))","480.000000","Forge","Smithing","30","","180.000000","None","Equipment","","True","MailMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeIronHelmet","ForgeIronHelmet","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronHelmet_DisplayName"", ""Forge Iron Helmet"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronHelmet_Description"", ""Shape iron into a protective helmet."")","((ItemDefinitionId=""WroughtIron01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""IronHelmet01"",Quantity=1,Chance=1.000000))","180.000000","Forge","Smithing","28","","100.000000","None","Equipment","","True","IronArmor","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeIronShield","ForgeIronShield","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronShield_DisplayName"", ""Forge Iron Shield"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronShield_Description"", ""Create a shield with iron boss and rim."")","((ItemDefinitionId=""WroughtIron01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Plank01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""IronShield01"",Quantity=1,Chance=1.000000))","150.000000","Forge","Smithing","26","","90.000000","None","Equipment","","True","IronArmor","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeHorseshoe","ForgeHorseshoe","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeHorseshoe_DisplayName"", ""Forge Horseshoe"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeHorseshoe_Description"", ""Hammer iron into a U-shaped shoe to protect horse hooves."")","((ItemDefinitionId=""WroughtIron01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""Horseshoe01"",Quantity=2,Chance=1.000000))","45.000000","Forge","Smithing","27","","35.000000","None","Equipment","","True","IronForging","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeIronNails","ForgeIronNails","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronNails_DisplayName"", ""Forge Iron Nails"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeIronNails_Description"", ""Draw iron into nails for construction."")","((ItemDefinitionId=""WroughtIron01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""IronNails01"",Quantity=20,Chance=1.000000))","60.000000","Forge","Smithing","27","","40.000000","None","Materials","","True","IronForging","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeAnvil","MakeAnvil","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeAnvil_DisplayName"", ""Make Iron Anvil"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeAnvil_Description"", ""Cast and shape a heavy iron anvil for smithing."")","((ItemDefinitionId=""WroughtIron01"",Quantity=10,bRequiresKnowledge=False))","((ItemDefinitionId=""IronAnvil01"",Quantity=1,Chance=1.000000))","300.000000","Forge","Smithing","30","","160.000000","None","Tools","","True","AnvilWork","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeBellows","MakeBellows","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeBellows_DisplayName"", ""Make Bellows"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeBellows_Description"", ""Construct leather bellows for increasing forge temperature."")","((ItemDefinitionId=""TannedLeather01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""Plank01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""Bellows01"",Quantity=1,Chance=1.000000))","120.000000","None","Leatherworking","12","","70.000000","None","Tools","","True","AnvilWork","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeSmithTongs","ForgeSmithTongs","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeSmithTongs_DisplayName"", ""Forge Smith Tongs"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeSmithTongs_Description"", ""Create iron tongs for handling hot metal."")","((ItemDefinitionId=""WroughtIron01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""SmithTongs01"",Quantity=1,Chance=1.000000))","90.000000","Forge","Smithing","27","","60.000000","None","Tools","","True","AnvilWork","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"HarvestBark","HarvestBark","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HarvestBark_DisplayName"", ""Harvest Bark"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HarvestBark_Description"", ""Strip bark from a tree."")","","((ItemDefinitionId=""Bark01"",Quantity=1,Chance=1.000000))","5.000000","None","Foraging","0","","10.000000","None","Harvest","","True","WoodProperties","2","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","0.000000","0.000000","None","0","False","0.000000","0.000000","","True","GivesBark","False"
"HarvestStick","HarvestStick","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HarvestStick_DisplayName"", ""Gather Sticks"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HarvestStick_Description"", ""Collect fallen branches and sticks."")","","((ItemDefinitionId=""Stick01"",Quantity=2,Chance=1.000000))","3.000000","None","Foraging","0","","5.000000","None","Harvest","","False","None","0","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","0.000000","0.000000","None","0","False","0.000000","0.000000","","True","GivesStick","False"
"HarvestSap","HarvestSap","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HarvestSap_DisplayName"", ""Collect Sap"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HarvestSap_Description"", ""Tap the tree for sticky resin."")","","((ItemDefinitionId=""Resin01"",Quantity=1,Chance=1.000000))","8.000000","None","Foraging","1","","15.000000","None","Harvest","","False","None","0","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","0.000000","0.000000","None","0","False","0.000000","0.000000","","True","GivesSap","False"
"ChopDownTree","ChopDownTree","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ChopDownTree_DisplayName"", ""Chop Down"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ChopDownTree_Description"", ""Fell the tree with an axe."")","","((ItemDefinitionId=""Log01"",Quantity=3,Chance=1.000000),(ItemDefinitionId=""Stick01"",Quantity=5,Chance=0.800000))","30.000000","None","Woodworking","1","","50.000000","None","Harvest","((ToolType=""Axe"",MinQuality=0.500000,DurabilityConsumed=1,bIsRequired=True,MissingToolTimeMultiplier=1.000000,MissingToolQualityMultiplier=1.000000))","False","None","0","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","0.000000","0.000000","None","0","False","0.000000","0.000000","","True","KeepOnHarvest","True"
"BuildCampfire","BuildCampfire","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildCampfire_DisplayName"", ""Build Campfire"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildCampfire_Description"", ""Arrange stones in a ring and prepare a fire pit. The campfire is humanitys oldest technology - warmth, light, protection from predators, and the ability to cook food."")","","","0.000000","None","Firemaking","5","","50.000000","None","Buildings","","False","None","0","0","True","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","((ItemDefinitionId=""""Stone01"""",ActionId=""""None"""",Quantity=8,Weight=2),(ItemDefinitionId=""""Firewood01"""",ActionId=""""None"""",Quantity=5,Weight=1),(ItemDefinitionId=""""TinderBundle01"""",ActionId=""""None"""",Quantity=1,Weight=1))","30.000000","200.000000","Campfire","0","True","100.000000","0.500000","((Firewood01),(Charcoal01))","False","None","False"
"BuildForge","BuildForge","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildForge_DisplayName"", ""Build Forge"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildForge_Description"", ""Construct a proper forge with stone walls, clay lining, and bellows for forced air. This enables working with copper and bronze - the metals that transformed human civilization."")","","","0.000000","None","Smithing","30","","150.000000","None","Buildings","","False","None","0","0","True","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","((ItemDefinitionId=""""Stone01"""",ActionId=""""None"""",Quantity=20,Weight=3),(ItemDefinitionId=""""Clay01"""",ActionId=""""None"""",Quantity=15,Weight=2),(ItemDefinitionId=""""Bellows01"""",ActionId=""""None"""",Quantity=1,Weight=1))","120.000000","200.000000","Forge","0","True","200.000000","1.000000","((Charcoal01))","False","None","False"
"BuildBloomery","BuildBloomery","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildBloomery_DisplayName"", ""Build Bloomery Furnace"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildBloomery_Description"", ""Construct a tall clay furnace for smelting iron ore. The bloomery produces a spongy mass of iron bloom that must be hammered to remove impurities."")","","","0.000000","None","Smithing","75","","300.000000","None","Buildings","","False","None","0","0","True","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","((ItemDefinitionId=""""Stone01"""",ActionId=""""None"""",Quantity=40,Weight=3),(ItemDefinitionId=""""Clay01"""",ActionId=""""None"""",Quantity=30,Weight=3),(ItemDefinitionId=""""Bellows01"""",ActionId=""""None"""",Quantity=2,Weight=1))","300.000000","200.000000","Forge","0","True","300.000000","1.500000","((Charcoal01))","False","None","False"
"BuildWorkbench","BuildWorkbench","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildWorkbench_DisplayName"", ""Build Workbench"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildWorkbench_Description"", ""Construct a sturdy work surface from logs and planks. A proper workbench provides stability for detailed crafting work and keeps tools organized."")","","","0.000000","None","Woodworking","15","","75.000000","None","Buildings","","False","None","0","0","True","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","((ItemDefinitionId=""""Hardwood01"""",ActionId=""""None"""",Quantity=6,Weight=2),(ItemDefinitionId=""""Plank01"""",ActionId=""""None"""",Quantity=4,Weight=2),(ItemDefinitionId=""""Cordage01"""",ActionId=""""None"""",Quantity=3,Weight=1))","90.000000","200.000000","Workbench","0","False","0.000000","0.000000","","False","None","False"
